Acanthus,Almond,Abajo,abelia,beak,can,Abelia,abbottiae,neomexicanus,andrewsii,americana
Adder's-tongue,Cherry,abata,abobe,agoseris,beard,cueva,Abelmoschus,abitibiana,roetteri,bonnevillensis,quadrangulata,amphigena
Aloe,family,abelia,abrothallus,agrimony,bedstraw,cushion,Abies,acadiensis,cellulosa,medium,andina
Amaranth,Fern,Abert's,absconditella,airplant,belfry,gallina,Abietinella,acutiflora,sukaczewii,angustifolia
Araucaria,Gooseberry,abietenella,absonditella,albizzia,Bethlehem,hyssop,Abildgaardia,aequalis,aberrans,anserinum
Arum,Hat,abietinella,abutilon,alsinidendron,bindweed,lily,Abroma,aestivaliformis,abietinum,arcticus
Aster,Mangrove,aboriginal,acalypha,alsophila,brodiaea,mallow,Abronia,ajoensis,ablata,arcuifolia
Azolla,Mistletoe,Abrams',acanthus,amole,buckwheat,mariposa,Abrothallus,alaskanum,abortiva,arenaria
Balanophora,moss,abrothallus,acaulon,and,bush,Mary,Abrus,alata,abramsii,argentea
Banana,o'clock,abruptbeak,ackee,andreaeobryum,cabbage,mistletoe,Absconditella,algonquinensis,abrotanifolia,aspera
Barbados,Pipe,abrus,aconite,anemone,cactus,monkeyflower,Abutilon,alnea,absinthifolia,beeringianum
Barberry,Primrose,absconditella,acriopsis,angel,centaury,moss,Acacia,alpestris,absus,bernardina
Basella,Rush,absinthium,acroporium,angelica,cholla,orchid,Acaciella,alternifolium,abyssinicus,berryi
Bayberry,Tassel,Abyssinia,adenosma,apple,clover,paintbrush,Acaena,ambigua,acadiensis,bifida
Beech,Yew,Abyssinian,aenium,arnica,columbine,primrose,Acalypha,ananassa,acanthocarpa,bigelovii
Begonia,acacia,aeonium,arrowroot,comb,ramon,Acamptopappus,andrewsii,acaulis,borealis
Bellflower,Acadia,aerva,arum,Cruz,rue,Acanthocereus,anomala,accidens,callianthemus
Birch,acaena,African,aster,cryptantha,sierra,Acanthomintha,antipolitensis,achillaeoides,caput-medusae
Birthwort,acanthus,African-queen,ayenia,cueva,valley,Acanthospermum,aptera,achilleifolia,ceruminosa
Bittersweet,Acapulco,after,balm,de,weed,Acanthus,arctophila,acicularis,chamissonis
Borage,acaulon,afzelia,balsam,dodder,Acarospora,arcuatus,acrispum,dawsonii
,celandine,manzanita,Ctenium,bifaria,italica,
,celeriac,maple,Ctenolepis,bifida,jacens,
,celery,Mar,Ctenopterella,bifidus,jacinteus,
,celmisia,maricao,Cucumeropsis,biflora,jacinticum,
,Celotti's,marigold,Cucumis,biflorus,jacquinianum,
,centaury,mariposa,Cucurbita,bifoliata,jaegeri,
,centella,Mark's,Cudrania,bifolium,jamaicense,
,Centerville,marlberry,Cullen,biforme,jamesii,
,centipeda,marlock,Cuminum,biformoides,japonica,
,centipede,marmalade,Cunila,bifrons,javanica,
,centranthus,marram,Cunninghamia,bifurcata,jeffreyi,
,centratherum,marrow,Cupania,bifurcatum,jejunus,
,centrostegia,marsh,Cupaniopsis,bigelovii,jepsonianus,
,century,marshlocks,Cuphea,bigelowii,jepsonii,
,cephaelis,marshmallow,Cupressus,bigibbum,jessiae,
,cephalanthera,marshwort,Curculigo,bignonioides,jesupii,
,cephalaria,masterwort,Curcuma,bilabiata,johnstonii,
,cephalocereus,mat,Cuscuta,bilimbi,jonesii,
,cephalophysis,Mateo,Cusickiella,billarderi,josephinense,
,cephalotaxus,Mauna,Cutandia,billardierianum,juncea,
,ceratiola,mayhaw,Cyamopsis,billingsii,juniporinum,
,ceratodon,Mazama,Cyanea,biloba,juratzkanum,
,ceratonia,me,Cyanopsis,bilobata,kaenana,
,ceratostigma,meadow,Cyanthillium,biltmoreana,kahiliensis,
,ceratotheca,Meadow-Foxtail,Cyathea,binata,kaibabensis,
,cercidospora,Meadows,Cyathula,binervata,kalealaha,
,ceropegia,medicineplant,Cybebe,binsteadii,kamtschatica,
,ceroxylon,melon,Cybianthus,biolettii,kamtschaticus,
,cerro,melonleaf,Cycas,bipartitus,kansanus,
,cerulean,mermaidweed,Cyclachaena,bipinnata,katoi,
,cetraria,Mesa,Cycladenia,bipinnatifida,kauaiense,
,Ceylon,Mexican,Cyclamen,bipinnatus,kauaiensis,
,Chaco,Mexico,Cyclanthera,bisceptrum,kearneyana,
,chaenothecopsis,micael,Cyclodictyon,bisepta,keilii,
,chaff,midsorus,Cycloloma,biserrata,kenaica,
,chaffbush,Miguel,Cyclopeltis,bisetosa,kennedyi,
,Chaffey's,milk,Cyclopogon,bisporus,kentrophyta,
,chaffhead,milk-vetch,Cyclospermum,bistiensis,kernense,
,chaffweed,milkberry,Cycnium,bistorta,kernensis,
,chaffy,milkpea,Cydista,bisulcatus,keyensis,
,chalice,milkvetch,Cydonia,biternata,kidderi,
,chalk,milkweed,Cylindrocolea,biternatum,kingii,
,chalky,milkwort,Cylindropuntia,bituminosa,kingstonense,
,Challis,miller,Cymbalaria,bivalvis,kinkiense,
,chamaechaenactis,millet,Cymbidium,biventrosum,klamathensis,
,chamaecrista,mine,Cymbocarpa,bladhii,kneiffii,
,chamaecytisus,mirrorplant,Cymbopogon,blakelyi,knudsenii,
,chamaedorea,misery,Cymodocea,blakleyi,kochii,
,chamaelirium,mist,Cymophora,blanchetii,kodiakensis,
,Chambers,mistflower,Cymophyllus,blancoi,koehleri,
,chamelaucium,mistletoe,Cymopterus,blanda,koenigii,
,chamise,Mitchell,Cynanchum,blasdalei,komarovii,
,Chamisso,miterwort,Cynara,blaxlandii,krajinae,
,Chamisso's,mock,Cynodon,blechnoides,kraussiana,
,chamissoa,Mojave,Cynodontium,blepharophylla,kronokensis,
,chamomile,molly,Cynoglossum,blindii,kunzei,
,Champlain,moneywort,Cynometra,blitoides,labradorense,
,chañar,Monica,Cynosciadium,blitum,laccoliticus,
,Chandler's,monkeyflower,Cynosurus,blochmaniae,lachnogynum,
,changing,monkshood,Cyperus,blodgettii,laciniata,
,channel,montuna,Cyphelium,bloomeri,laciniatum,
,chaparral,moonpod,Cypholophus,blumeana,lacunosum,
,Chaplin's,moonwort,Cyphomandra,blumeri,ladanum,
,Chapman's,moort,Cyphomeris,blyttii,ladogenesis,
,chapmannia,morado,Cypripedium,bodiensis,laehiensis,
,chapped,morning-glory,Cypselea,bodinii,laevicaule,
,chard,Moses,Cyrilla,boergesenii,laevicaulis,
,Charleston,Mosquito,Cyrtandra,boeticus,laevigata,
,charming,mosquitofern,Cyrto-hypnum,boisii,laevis,
,Chase's,moss,Cyrtococcum,boissieri,lagocephala,
,Chattahoochee,mound,Cyrtomium,boivinii,lagopinus,
,chautle,Mountain,Cyrtomnium,bokei,laguroides,
,chaya,mountain-avens,Cyrtopodium,bolacina,lammersiana,
,cheatgrass,Mountains,Cyrtosperma,bolackii,lanata,
,checker,mouse-ear,Cystobasidium,bolanderi,lanatum,
,checkered,mouth,Cystocoleus,boldinghii,lanatus,
,cheddar,mujer,Cystopteris,bolensis,lancearius,
,chee,mulberry,Cystorchis,boliviana,lanceolata,
,Cheesman's,mule-ears,Cytisophyllum,bolivianus,lanceolatum,
,cheiridopsis,mulga,Cytisus,bombensis,lanceolatus,
,cheirodendron,muskeg,Dacampia,bona,lanceolum,
,cheiroglossa,mustard,Dacrycarpus,bonaepartis,lancifolia,
,chelilai,myall,Dacrydium,bonanzensis,lancifolium,
,chempedak,myrrh,Dacryodes,bonariensis,landonii,
,chenopod,myrtle,Dactylina,bonduc,langsdorffii,
,chequered,myrtlecroton,Dactylis,boninensis,languida,
,cherimoya,naked,Dactyloctenium,bonjeanii,lanosa,
,Cherokee,nakedwood,Dactylorhiza,bonkerae,lanosissimus,
,cherry,narrow-leaf,Dactylospora,bonnevillensis,lanuginosa,
,chervil,narrowleaf,Dahlia,bononiensis,lanuginosus,
,chesemolech,Narrows,Dalbergia,bonplandianus,lapidicola,
,chestnut,Needle,Dalea,bonplandii,lapponica,
,chestnuthair,needlegrass,Dalechampia,bonus-henricus,lasianthus,
,chestnutleaf,needles,Dalibarda,boomanii,lasiocarpa,
,Chewing's,nerve,Daltonia,boothii,lassenianus,
,Chicita's,neststraw,Damasonium,boqueronensis,latidens,
,chick,netbush,Damnacanthus,boquillensis,latiflora,
,chickpea,neto,Danaea,boreale,latifolia,
,chicory,nettle,Daniellia,borealis,latifolium,
,Chihuahua,netvein,Danthonia,boricuarum,latiglumis,
,Chihuahuan,Neva,Danthoniopsis,borinquena,latior,
,Child's,ngahere,Daphne,borinquensis,latisquama,
,Chilean,nicker,Daphnopsis,bornholmense,latistipula,
,chiloschista,Nicolas,Darlingtonia,bornmuelleri,latiuscula,
,China,nightcap,Darmera,boryi,latus,
,China-shrub,nightfighter,Dasiphora,borzaeanum,laurentii,
,chinalaurel,nightshade,Dasistoma,boscii,laurocerasi,
,Chinchilla,nixie,Dasylirion,bosistoana,lavandulare,
,Chinese,noho,Dasynotus,botryocarpa,lavandulus,
,Chinese-plumbago,Norte,Dasyochloa,botryoides,lavinii,
,Chinle,northern,Dasypyrum,botryosa,laxa,
,Chino,northern-rockcress,Datisca,botrys,laxiculmis,
,Chinook,nose,Datura,botrytes,laxiflora,
,chinquapin,nut,Daucosma,bottae,laxiflorum,
,chiodecton,nutsedge,Daucus,bottnica,laxiflorus,
,chione,oak,Davallia,bourgaeanus,laxifolium,
,chionodoxa,oat,Decaneuropsis,bourgovii,laysanensis,
,chipilín,oatgrass,Decaspermum,bouteillei,lecontei,
,chiranthodendron,oats,Decodon,bovina,lectulus,
,chirauli,Obispo,Decumaria,bowdenii,ledifolius,
,Chiricahua,of,Dedeckera,boyce-thompsonii,ledophyllus,
,Chisos,ohaha,Deeringia,brachiata,leei,
,chloracantha,oil,Deeringothamnus,brachyacantha,leersii,
,chlorocrambe,okra,Degelia,brachyandrus,lehmanniana,
,chlorophytum,olive,Deinandra,brachyanthera,leianthum,
,chocolate,on,Deiregyne,brachyantherum,leibergii,
,cholla,onion,Delairea,brachyanthum,leichtlinii,
,chondrilla,opuntia,Delissea,brachybotrya,leiocarpa,
,chondrodendron,orach,Delonix,brachycalyx,leiophylla,
,chorispora,orache,Delosperma,brachycarpa,leiosolenus,
,Chorro,orange,Delphinium,brachycarpum,leiosperma,
,Christ's,orangegrass,Dendranthema,brachycarpus,lemmonii,
,Christmas,orchardgrass,Dendriscocaulon,brachycentrum,lenophyllus,
,Christmasberry,orchid,Dendroalsia,brachycera,lenticularis,
,Christmastree,Orford,Dendrobazzania,brachychaetum,lentiformis,
,christplant,orpine,Dendrobium,brachycorys,lentiginosus,
,chromatochlamys,owl-clover,Dendrocalamus,brachylepis,lepida,
,chrozophora,owl's-clover,Dendrocnide,brachyloba,leptalea,
,chrysactinia,oxtongue,Dendrodochium,brachyneuron,leptandra,
,chryso-hypnum,pa'iniu,Dendrographa,brachypetalum,leptantha,
,chrysobalanus,Pacific,Dendrolobium,brachypharynx,leptocladon,
,chrysogonum,pagoda-plant,Dendromecon,brachyphylla,leptophylla,
,chrysoma,paintbrush,Dendropanax,brachypoda,leptosepala,
,chrysophyllum,paintedcup,Dendropemon,brachypodum,leptostachyus,
,chrysothemis,pak,Dendrophthora,brachysperma,leucandrum,
,chuchab,Palace,Dendrophylax,brachysporum,leucanthera,
,chulta,pale,Dennstaedtia,brachystachus,leucoblepharis,
,Church's,Pali,Dentella,brachystachya,leucolepis,
,Churchill,Pali-Kona,Deparia,brachystachys,leucopeplum,
,churchmouse,palm,Dermatocarpon,brachystachyus,leucophaea,
,churchsteeples,palo,Dermiscellum,brachystephana,leucophaeum,
,chusquea,pampas,Derris,brachystylis,leucophyllum,
,cibola,panicgrass,Deschampsia,brachythrix,leucotheca,
,cicada,panicled,Descurainia,brachytrichus,leucothrix,
,cicendia,panicum,Desfontainia,bracteata,lewisii,
,cicer,Panza,Desmanthus,bracteolosa,ligusticifolia,
,cider,papala,Desmatodon,bradei,liliifolia,
,cigar,papaya,Desmodium,bradleyi,limitanea,
,ciliate,paper,Desmostachya,brainerdii,limnocharis,
,cima,paperbush,Deutzia,brandegeeae,limnophila,
,Cimarron,pappusgrass,Dialium,brandegeei,lindheimeri,
,cinchona,parasito,Diamorpha,brasiliana,lindheimerianus,
,cinclidium,parasol,Dianella,brasiliense,lindleyi,
,cinderslope,parasoltree,Dianthus,brasiliensis,lindmanii,
,cineraria,Parish's,Diapensia,brattiae,linearifolia,
,cinnabar,Park,Diarrhena,brauntonii,lineariloba,
,cinnamon,parrera,Dibaeis,brayleyana,linearis,
,cinnecord,parrot-lily,Dicentra,brazoensis,linifolia,
,cinquefoil,parsley,Dicerandra,brazoria,linkianum,
,circumpolar,partridge,Dichaea,brecciarum,lipocarpa,
,circumspect,Paso,Dichaetophora,breedlovei,lithophila,
,cirriphyllum,Pass,Dichanthelium,breoni,lithospermoides,
,Cisco,pawpaw,Dichanthium,breviaristatus,litoralis,
,cissampelos,pea,Dichelachne,brevicaule,littoralis,
,cissus,pea-tree,Dichelostemma,brevicaulis,lobata,
,Cithara,Peak,Dichelyma,brevicolla,lompocense,
,citrange,peanut,Dichodontium,brevicornu,lonchocalyx,
,citron,pearlbrush,Dichondra,breviculmis,lonchocarpa,
,citroncirus,pearls,Dichromanthus,brevidens,lonchophylla,
,citronella,pearly,Dichrostachys,breviflora,lonchophyllum,
,citrus,peashrub,Dicksonia,breviflorum,lonchopus,
,city,Pedro,Dicliptera,brevifolia,lonchus,
,cladidium,peluda,Dicoria,brevifolium,longaculeatus,
,clammy,pencil,Dicranella,brevifolius,longearistata,
,claopodium,pepper,Dicranocarpus,brevihamatus,longebarbatus,
,claoxylon,peppermint,Dicranodontium,breviligulata,longespica,
,clapdaisy,peppermint-tree,Dicranopteris,brevior,longicaulis,
,clappertonia,peppervine,Dicranoweisia,brevipedunculata,longiflora,
,clapweed,Perce,Dicranum,brevipes,longifolia,
,Clark,periwinkle,Dictamnus,brevipetiolata,longifolium,
,clarkia,persil,Dictyonema,brevipetiolatum,longifolius,
,Clarkton,persimmon,Didiplis,brevipila,longiloba,
,clasmatodon,petunia,Didymodon,brevipilis,longipedunculata,
,claspbract,pheasant,Didymoplexis,brevirostris,longipes,
,clasping,pheasant's,Diectomis,brevis,longipila,
,claspingleaf,Philippine,Dieffenbachia,breviseta,longisepala,
,clathroporina,piassaba,Diellia,brevisetus,longiseta,
,clausena,pichi,Dienia,brevispina,longisetum,
,clauzadea,piert,Diervilla,brevispora,longisetus,
,clauzadeana,pigeonpea,Dietes,brevissima,longispatha,
,clavate,pigeonplum,Digera,brevistyla,longispica,
,clawless,pigeonwings,Digitalis,brevistylum,longispina,
,clay,pigweed,Digitaria,brevivaginata,lorenziae,
,clay-loving,pimpernel,Dillenia,breweri,lorifolia,
,Clear,pincushion,Dillwynia,brewsteri,lotoides,
,Clearwater,pine,Dilomilis,brickellioides,lowellii,
,Clebsch's,pineapplegrass,Dimelaena,bridgesiana,loxophleba,
,cleft,pineland,Dimerella,brighamii,lucida,
,cleistocactus,pinepink,Dimeresia,brinkmani,luciense,
,Clementine,pinitos,Dimeria,brisbanensis,lucorum,
,clermontia,pink,Dimocarpus,brittoniae,ludoviciana,
,Cleveland's,pinkfringe,Dimorphocarpa,brittonii,lunelliana,
,cleyera,pint,Dimorphotheca,briziformis,lupulinus,
,clibadium,pioneer,Dinebra,brockianus,luridus,
,clidemia,pipe,Dioclea,brockwayi,lusitanica,
,Cliff,pipewort,Diodia,brodoi,lutea,
,cliffdweller,pitcherplant,Dionaea,bromoides,luteolum,
,cliffdweller's,pith,Dioscorea,bromoideus,luteominia,
,cliffs,pitted,Dioscoreophyllum,brooksii,lutescens,
,cliffside,plain,Diospyros,brouardii,luzonense,
,Clifton's,Plains,Diphylleia,brownei,luzulina,
,cliftonia,plant,Diphysa,brownii,luzuloides,
,climacium,plantain,Diphyscium,bruneaunis,lyallii,
,climbing,Plateau,Diplacus,brunnea,lycopodioides,
,climbingfig,pleated,Diplasiolejeunea,brunneola,maackii,
,clinopodium,plum,Diplazium,brunnescens,maakuaensis,
,Clinton's,plume,Diplocaulobium,brunneum,maccartii,
,cliostomum,plumegrass,Diploicia,bryanii,macdougalii,
,clipped,plumeless,Diplophyllum,bryogenes,macera,
,clitoria,pod,Diplopterygium,bryoides,macilenta,
,cloakfern,poinciana,Diploschistes,bryophila,macilentus,
,cloeziana,polargrass,Diplotaxis,bryoriarum,mackenzii,
,Clokey's,polypody,Diplotomma,bryorum,macouniana,
,closed,pond,Dipodium,brysonii,macounii,
,closed-flower,pondweed,Dipogon,buccinatoria,macradenia,
,closedhead,ponysfoot,Dipsacus,buceras,macrantha,
,cloth,pool,Dipteryx,buchananii,macranthus,
,cloud,poppy,Dirca,buckii,macraxima,
,cloudcroft,poppymallow,Dirina,buelliae,macrocalycium,
,clovenfoot,potato,Dirinaria,buergerianum,macrocarpa,
,clover,powderpuff,Discelium,bulbifera,macrocarpum,
,clubawn,Powell,Dischidia,bulbispermum,macrocarpus,
,clubed,prairie,Discocalyx,bulbocastanum,macrocephala,
,clubhair,preciosos,Disperis,bulbosa,macrocephalum,
,clubmoss,prickbush,Disphyma,bulbostylis,macrococcus,
,cluster-flower,prickle,Dissanthelium,bulbosum,macrolepis,
,clustered,pricklegrass,Dissochondrus,bulbosus,macromeris,
,clusterhead,pricklypear,Dissotis,bullata,macrophylla,
,clusterspike,pricklypoppy,Distichium,bullatus,macrophyllum,
,clustertree,pride,Distichlis,bullii,macrophyllus,
,clypeococcum,pride-of-Rochester,Distictis,bunburyana,macropoda,
,cnemidaria,prieta,Distopyrenis,bungeana,macrorhizus,
,cneoridium,prieto,Dithyrea,bungeanus,macrosperma,
,cnicus,prince's,Ditrichum,bungei,macrostachya,
,cnidoscolus,princewood,Ditrysinia,bunius,macrostachyus,
,Coachella,prophet,Ditta,bupleurifolius,macrostegia,
,Coahuila,Province,Dittrichia,buprestium,macrostema,
,coarse-leaf,pua,Dodecahema,burdickii,macrosticta,
,coast,Puerto,Dodecatheon,burgessiae,macrostrobilus,
,coastal,Pulguero,Dodonaea,burkartii,macrourus,
,coastalcreeper,pumpkin,Doellingeria,burkei,maculata,
,cobbler's,pumpwood,Dolichandrone,burlewii,maculatum,
,cobblestone,Purissima,Dolichos,burmannii,maculosa,
,cobralily,purple,Doliocarpus,burnatii,maculosus,
,cobwebby,purse,Dombeya,burracoppinensis,magellanica,
,coca,pussy-toes,Domingoa,burreti,magna,
,coccinia,pussypaws,Donax,bursa-pastoris,magnifica,
,coccocarpia,pussytoes,Donnellia,bursifolia,magnifolia,
,coccocypselum,putat,Donrichardsia,bushii,magnoliae,
,coccoloba,puzzle,Doodia,butleri,maguirei,
,coccotrema,pye,Dopatrium,butterworthianum,maidenii,
,coccuswood,pygmycudweed,Dorema,butyracea,major,
,Cochise,pygmypoppy,Doronicum,buxbaumii,majus,
,cochleanthes,pygmyweed,Dorstenia,buxifolia,majusculus,
,cochlearia,quakinggrass,Dorycnium,buxifolium,makasin,
,cochlospermum,queen,Doryopteris,buxifolius,malacophylla,
,cock's,quila,Douglasia,byssacea,malheurense,
,cockspur,quina,Douinia,caapi,mamillata,
,coco,quince,Dovyalis,cacuminis,mancosana,
,coconut,rabbitbrush,Downingia,caddoensis,mandshurica,
,codiaeum,rabbitsfoot,Doyerea,caduca,manzanita,
,codlins,Rafael,Draba,caerulea,marcescens,
,Cody's,ragleaf,Dracaena,caeruleopulvinum,marcidus,
,coelogyne,ragweed,Dracocephalum,caerulescens,margaretiae,
,coenogonium,ragwort,Dracontium,caeruleum,marginale,
,coffea,raillardiopsis,Dracontomelon,caesia,marginata,
,coffee,rainlily,Dracopis,caesiella,marginatus,
,Cogswell's,raintree,Dracunculus,caesioatra,mariannensis,
,cohoba,ramping,Draperia,caesiocinerea,maricopae,
,cohosh,Ranch,Drepanocladus,caesiofusca,marina,
,coiled,Range,Drepanolejeunea,caesiopruinosa,mariposa,
,coin-leaf,Rapids,Drimys,caesius,maritima,
,coinvine,rastrero,Drosanthemum,caespiticia,maritimum,
,cojite,rattlebox,Drosera,caespiticium,maritimus,
,cojoba,rattlesnake,Drummondia,caespitosa,martinezii,
,cola,ravet,Dryas,caespitosum,martinii,
,colchicum,rayless,Drymaria,caespitosus,matthewsiae,
,cold,Reb,Drynaria,caffra,matthewsii,
,coldwater,red,Dryobalanops,cahaba,mauiensis,
,Cole's,redbud,Dryopetalon,cainii,maxima,
,coleogyne,reddish,Dryopteris,cainito,maximum,
,coleus,redgum,×Dryostichum,cajan,meadia,
,colicroot,redmaids,Drypetes,cajanifolia,meadii,
,Collins',redstem,Dryptodon,cajanifolium,mediana,
,colocasia,redwood,Duabanga,cajenense,mediomontana,
,colocynth,reed,Dubautia,calamagrostis,medius,
,cologania,reindeer,Duboisia,calamifolia,medullosa,
,Colombian,Reyes,Duchesnea,calamus,megacarpus,
,colonial,rhombopod,Dudleya,calcarata,megacephala,
,Colorado,rhubarb,Dulichium,calcarea,megalantha,
,Colton's,ribbons,Dumortiera,calcareum,megalocarpa,
,Columbia,Rican,×Dupoa,calcariaecola,megalocarpus,
,columbiadoria,rice,Dupontia,calcicola,megarhiza,
,Columbian,ricegrass,Duranta,calcifuga,megistospora,
,columbine,Rico,Durio,calcifugens,meinshausenii,
,column,Ridge,Dyckia,calcitrapa,meionandrum,
,columnea,rim,Dyera,calcitrapoides,meiophyllus,
,Colusa,rimmed,Dypsis,calderi,membranaceum,
,colutea,ringstem,Dyschoriste,calendula,mendocinensis,
,Colville,Rita,Dysodiopsis,californica,mendocinus,
,colza,River,Dysoxylum,californicum,mensanus,
,comal,Rock,Dysphania,californicus,menziesii,
,Comanche,rockbrake,Dyssodia,caliginis,meonandra,
,comarum,rockcress,Eastwoodia,caliginosa,mercurialina,
,comb,rockflower,Eatonella,calisaya,mertensiana,
,combleaf,rockjasmine,Ebenopsis,callibotrys,mertensianae,
,commelina,rockrose,Ebenus,calligera,mewukka,
,common,rodwood,Ecballium,callii,mexicana,
,compact,roja,Eccremidium,calliopsidea,mexicanum,
,comparettia,rollandia,Eccremocactus,callithrix,micans,
,composite,root,Echeandia,callitrichoides,michauxii,
,compressed,Rosa,Echeveria,callitrix,micrantha,
,conardia,rose,Echinacea,callopismum,micranthiformis,
,Concord,roseling,Echinocactus,callosa,micranthos,
,condensed,rosemary,Echinocereus,calobryoides,micranthum,
,Cone,rosette,Echinochloa,calocarpus,microcarpa,
,cone-cup,rosewood,Echinocystis,caloosensis,microcephala,
,cone-hair,rosinweed,Echinodorus,calophylla,microchaeta,
,cone-like,rosy,Echinomastus,calophyllum,micronesica,
,coneflower,rot,Echinopepon,calotheca,microphylla,
,Conejo,rough,Echinoplaca,calpidicarpa,microphyllum,
,Confederate,roundleaf,Echinopogon,calpodendron,micropoda,
,confused,rubber,Echinops,calthifolium,microstachya,
,confusing,rubberplant,Echinopsis,calvescens,microthecum,
,Congdon's,rubbertree,Echinothecium,calvus,miguelense,
,congea,rubbervine,Echites,calycina,mildrediae,
,conglomerate,rue,Echium,calycinum,milesianus,
,congo,rugging,Eclipta,calycinus,millefolium,
,conimitella,runaway,Ectrosia,calycioides,mimetes,
,coniogramme,rush,Edgeworthia,calycogona,miniata,
,connate,rushy,Edithcolea,calycosa,minima,
,connect,ryegrass,Edrudia,calycosum,minor,
,Connecticut,Sable,Egeria,calycosus,minthorniae,
,conostomum,sacs,Egletes,calyculata,minus,
,conotrema,sage,Ehrendorferia,calyptratus,minutiflora,
,conspicuous,sagebrush,Ehretia,camaldulensis,minutiflorus,
,Constance's,sagewort,Ehrharta,cambageana,minutissima,
,Contance's,sago,Eichhornia,cambagei,minutum,
,contorted,salt,Eiglera,camilli-schneideri,mirabile,
,Contra,saltbush,Elaeagnus,campalea,mirabilis,
,contracted,saltmarsh,Elaeis,campaniflora,misandroides,
,Contura,saltscale,Elaeocarpus,campanulatum,misellus,
,convallaria,saltweed,Elaphoglossum,campanulatus,miser,
,convex,sand,Elatine,campaspe,miserrima,
,convolute,sandaster,Elatostema,campestre,missouriense,
,convoluted,sandbur,Eleocharis,campestris,missouriensis,
,cooba,sandheath,Elephantopus,camphora,moabensis,
,Cook's,sandmat,Elettaria,camptidia,mobilense,
,coolabah,sandparsley,Eleusine,camptopus,modesta,
,Cooley's,sandreed,Eleutheranthera,campylocarpa,modestus,
,coon's,sandweed,Eleutherine,campylocaulon,modocense,
,Cooper's,sandwort,Eleutherococcus,campylopodum,modocensis,
,cootamundra,santa,Elionurus,campyloptera,mogollense,
,copaiba,sapote,Elleanthus,campylorhynchus,mogollonicum,
,copaifera,Sapphire,Elliottia,campylotheca,mogollonicus,
,Copenhagen,saptree,Ellisia,camschatcensis,mohavense,
,copernicia,sarsaparilla,Elmera,cana,mohavensis,
,copper,sarson,Elodea,canadense,mollis,
,copperbush,saucerflower,Elsholtzia,canadensis,mollissima,
,copperleaf,savior,Eltroplectris,canaliculata,mollissimus,
,coppery,savory,×Elyhordeum,canariense,monantha,
,coral,sawgrass,×Elyleymus,canariensis,monanthum,
,coralbead,sawsedge,Elymus,canbyi,monocephala,
,coralbean,saxifrage,Elytraria,cancellata,monophyllidius,
,coralbells,scale,Elytrigia,candelabrum,monostolum,
,coralfruit,scaly,Embelia,candelaris,montana,
,coralroot,scalystem,Embothrium,candenatensis,montanum,
,corchoropsis,scented,Emex,candicans,montanus,
,corchorus,scepter,Emilia,candida,montevidensis,
,cordia,Schreber's,Emmenanthe,candidissimum,monticola,
,Cordilleran,scouringrush,Emorya,candidissimus,montii,
,cordyla,scratchdaisy,Empetrum,candidum,monumentalis,
,cordyline,screwstem,Encalypta,candidus,moravium,
,corema,scrub,Encelia,canellae-albae,mortonii,
,coreocarpus,scurfpea,Enceliopsis,canephora,moschatum,
,coriander,scurvygrass,Encephalartos,canescens,mucronatum,
,corita,sea,Enchylaena,canina,muehlenbergii,
,corkbark,seagrape,Encyclia,caninus,muelleriana,
,corkscrew,seaheath,Endiandra,cannabina,muhlickii,
,corktree,seapink,Endocarpon,cannabinum,multicaulis,
,corkwood,searocket,Endococcus,cannabinus,multiceps,
,corky,seaside,Endolepis,canniformis,multiculmis,
,corn,Sebastian-bush,Enemion,canovirens,multifida,
,corncockle,seco,Engelmannia,cantala,multiflora,
,corndaisy,sedge,Enhalus,canterai,multiformis,
,cornel-leaf,senna,Enicostema,canum,munciensis,
,Cornelian,sensitive,Enkianthus,canus,munita,
,cornflag,serpent,Enneapogon,capense,munroi,
,Cornish,serpentine,Ensete,capensis,munzii,
,cornutia,serviceberry,Entada,caperata,muricata,
,Corpus,sesame,Entandrophragma,capillaceum,murina,
,Correll's,shagbark,Entelea,capillare,murinum,
,corrida,shaggy,Enterographa,capillaris,muscorum,
,corrigiola,shale,Enterolobium,capillifolium,musimonum,
,corryocactus,Shasta,Enteropogon,capillifolius,mutabilis,
,Cortez's,she-oak,Enterosora,capillipes,muticum,
,corticifraga,sheath,Entodon,capillus-veneris,myriocarpa,
,Cory's,sheep,Entodontopsis,capistratum,myriorrhaphis,
,corymbia,shell,Entolasia,capitata,nagatae,
,corymbose,sheoak,Entosthodon,capitatum,najdensis,
